index,sha256,filename,path,lectures,topics,relevance
388,005bfda7693f41e94a9e76b312f1e40946796a7e9a8518b26827692650d86aad,step-up-strategy-for-asthma-treatment-adults.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/step-up-strategy-for-asthma-treatment-adults.jpg,P22-23 - Drugs Used for Treatment of Asthma and COPD,asthma step therapy | ICS-formoterol | LAMA | biologics,"Step diagram visually reinforces escalation from inhaled corticosteroid therapy through higher-dose combination treatment, LAMA, and phenotype-directed biologics."
389,02253c4b76676824afcb6d56307b494bce3b8fdf1bf954ab217dd4831c9d5dea,Stratified-Squamous-vs-Pseudostratified-Histology.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Stratified-Squamous-vs-Pseudostratified-Histology.png,P1 - Histology of the Respiratory System Review,Stratified Squamous vs Pseudostratified Histology,Visually verified course-aligned reference for Histology of the Respiratory System Review: Stratified Squamous vs Pseudostratified Histology.
390,293198cbf5a3b9b7ee4e0b36b14257ac369b105a10157876f39afd9c96b3d766,Streptococcus Pneumoniae with Capsule.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Streptococcus Pneumoniae with Capsule.jpg,P28 - Microbiology of Pneumonia - Bacterial Infections | Pulmonary - Comprehensive Study Guide,Microbiology | Diagnostics,Provides a verified lecture-aligned visual anchor for Streptococcus Pneumoniae with Capsule
391,1ec4b6aef31b927bb0c1daa416ee9ffa9dc41e55dd1d129fdcff2e4ef0610bae,Surface-Anatomy-of-the-Lungs.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Surface-Anatomy-of-the-Lungs.jpg,P2 - Structure and Volumes,Surface Anatomy of the Lungs,Visually verified course-aligned reference for Structure and Volumes: Surface Anatomy of the Lungs.
392,005a1e155f4e2aa581c44afbae1b51749fe3b9b41a69559d87d442cacc9aa617,Synthesis-of-Surfactant.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Synthesis-of-Surfactant.jpg,P3 - Airway and Vascular Flow,Synthesis of Surfactant,Visually verified course-aligned reference for Airway and Vascular Flow: Synthesis of Surfactant.
393,4855e4280e7d73130c2527e4701063148e1a05fcbe9457b2a7fff00ea1ef2fad,tactile-fremitus-pneumonia-vs-pleural-effusion.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/tactile-fremitus-pneumonia-vs-pleural-effusion.png,P12 - Approach to Pulmonary Abnormalities | P15 - Approach to the Patient with Respiratory Disease and Pulmonary Preventative Care | P31 - Review of Pneumonia - Pathology and Pharmacology,palpation | tactile fremitus | pneumonia | pleural effusion,Illustrates increased fremitus over consolidation and decreased fremitus over pleural fluid.
394,a1d1c91c134ef2b8b89f5e579cf1d61b2a29984aae8d0abb29e94d04e31fb036,tension-pneumothorax-cxr.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/tension-pneumothorax-cxr.png,P13 - Pulmonary Problem Solving Exercise Part 1 | P14 - Introduction to Pulmonary Pathophysiology | P27 - Radiology of Pulmonary Infections and Lung Cancer,tension pneumothorax | acute dyspnea | chest radiograph,"Annotated tension-pneumothorax radiograph showing pleural air, lung collapse, and contralateral mediastinal shift."
395,8ad7dd376ed58a01ef2098162cb4a7ae26650e5de9be4c75690bd39745178f69,tension-pneumothorax-portable-chest-xray.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/tension-pneumothorax-portable-chest-xray.png,P18 - Basic Interpretation of Chest X-Ray | P20 - Radiology of Obstructive Lung Disease,tension pneumothorax | portable radiograph,Provides labeled portable examples of a pleural line mediastinal shift and depressed hemidiaphragm.
396,eb60d1649c13183096524576d6250ae42f634a14ca8e24262304aaae5a837447,Thoracic deformities.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Thoracic deformities.jpg,P12 - Approach to Pulmonary Abnormalities,inspection | chest wall shape | thoracic deformities,"High-resolution comparison of normal, barrel chest, kyphosis, pectus carinatum, pectus excavatum, and scoliosis."
397,c30e72e95541ac3ebe659ff610212cd3da4c9e4c71c1b34b5976d96c2499ab41,Three-Major-Causes-of-Elevated-Co2.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Three-Major-Causes-of-Elevated-Co2.png,P35 - Acute Respiratory Failure,hypercapnia | alveolar ventilation | dead space,"Directly retrieves the lecture's three causes of rising PaCO2: production, reduced alveolar ventilation, and increased dead space."
398,e2208dc672cb364d4ca0e49e78e0aacd2157962955b719b27442aba614b625a6,Trachea-Histology-Hae-Stain-2.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Trachea-Histology-Hae-Stain-2.png,P1 - Histology of the Respiratory System Review,Trachea Histology Hae Stain 2,Visually verified course-aligned reference for Histology of the Respiratory System Review: Trachea Histology Hae Stain 2.
399,1fd583aec2bb3a1340e0795e68d965184230e310549cca68d38caa41b1181eb0,Tracheoesophageal-Fistula.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Tracheoesophageal-Fistula.png,P33 - Otolaryngology - Upper Airway Pathology,tracheoesophageal fistula | esophageal atresia | radiography,Neonatal radiographs demonstrating esophageal atresia with distal TEF.
400,e5622f64dd41538042ed0dd4f59a0f69d86cb6d9b10a032cbcbb6ed41e28aac9,Tracheomalacia.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Tracheomalacia.jpg,P33 - Otolaryngology - Upper Airway Pathology | P37 - Advanced Spirometry Review - Interactive Workshop,tracheomalacia | expiratory stridor | dynamic airway collapse,Mechanism diagram of expiratory intrathoracic tracheal collapse.
401,a2382ae9f8c2624be3113c33c736d19abc44e8cefcfb710a793ed377c280e425,transpulmonary-pressure-alveolus-chest-wall.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/transpulmonary-pressure-alveolus-chest-wall.png,"P17 - Introduction to Respiratory Pathophysiology | P4 - Mechanics, Compliance and Ventilation",transpulmonary pressure | elastic recoil | chest wall,Illustrates the opposing chest-wall and lung recoil forces that create transpulmonary pressure.
402,f22ab8ce79e6e3895615b52e6b2772d1adbe1719f90372b1dea80ebb5f48ba06,Tripod and Epiglottisi.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Tripod and Epiglottisi.jpg,P33 - Otolaryngology - Upper Airway Pathology,epiglottitis | tripod posture | airway emergency,Clinical/anatomic illustration of tripod posture and epiglottic airway obstruction.
403,cb8ba6dc4ab3326f5d13fc8452b33687955274706c4158466326f27ab64b45a3,Types-of-Esophageal-Atresia-and-Tracheoesophageal-Fistula.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Types-of-Esophageal-Atresia-and-Tracheoesophageal-Fistula.jpg,P33 - Otolaryngology - Upper Airway Pathology,tracheoesophageal fistula | type C TEF | congenital anomaly,Diagram comparing the major esophageal-atresia/TEF configurations.
404,b4f40c679febb89c370d564624c1f67fd9246fe44eb5ac776d899365787756b1,usual-interstitial-pneumonia.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/usual-interstitial-pneumonia.jpg,P25 - Radiology of Restrictive Lung Disease and Extras | Pulmonary - Comprehensive Study Guide,UIP | HRCT,Shows traction bronchiectasis and honeycombing in UIP.
405,cf3e5080400ee783484d14f207fa3a2c50acb0c178ffabbfde783543fd139d85,Vascular-Ring.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Vascular-Ring.jpg,P33 - Otolaryngology - Upper Airway Pathology,vascular ring | extrinsic tracheomalacia | esophagram,Vascular-ring diagram and esophagram showing combined airway/esophageal compression.
406,8f1df4e2fb5c065d49fbf0b54cdd829306b0405bceb369da38fd5b58516158bd,ventilation-perfusion-scan-mismatched-defects.jpg,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/ventilation-perfusion-scan-mismatched-defects.jpg,P25 - Radiology of Restrictive Lung Disease and Extras | P32 - Pulmonary Hypertension - A Clinical Reasoning Approach,pulmonary embolism | V-Q scan,Shows mismatched perfusion defects with preserved ventilation.
407,494ab1d914a4e36f4f6d73a4e0c7bf60e43b29f1bc756f9c940d1251542e00f7,Viral Bronchiolitis (RSV).png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Viral Bronchiolitis (RSV).png,P20 - Radiology of Obstructive Lung Disease | P29 - Microbiology of Pneumonia - Viral Infections of the Respiratory Tract,bronchiolitis | RSV | pediatric CXR,Annotated pediatric radiograph shows increased interstitial markings and peribronchial cuffing.
408,65ce330cf215d7b0013b8847a5637e9e600039c5f0c25225ed3b1f555a42e1e6,Vq-Mismatch-Spectrum.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Vq-Mismatch-Spectrum.png,"P11 - Physiology Practice Question Review | P35 - Acute Respiratory Failure | P7 - Gas Exchange, Part 2 - Causes of Hypoxemia | P9 - Pulmonary Physiology Review | Pulmonary - Comprehensive Study Guide",Vq Mismatch Spectrum,Visually verified course-aligned reference for Physiology Practice Question Review: Vq Mismatch Spectrum.
409,d1d597f92f24cc49ae4174348c4127dfc7378670d69beabf6d69fead69848603,Vq-Ratio-by-Zone-Table.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Vq-Ratio-by-Zone-Table.png,P11 - Physiology Practice Question Review,Vq Ratio by Zone Table,Visually verified course-aligned reference for Physiology Practice Question Review: Vq Ratio by Zone Table.
410,d6c88f04ae9877dd08cf29ea33ceae7b0ab04575475eefff27d4b2b69367fb0a,wells-criteria-for-pulmonary-embolism.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/wells-criteria-for-pulmonary-embolism.png,P13 - Pulmonary Problem Solving Exercise Part 1,pulmonary embolism | Wells score | pretest probability,Lists and scores the Wells criteria used to estimate pulmonary-embolism pretest probability.
411,cedc8a7f5f974e43dd74864a74b007177fa09f834bcaf0245e7c0bd7f80b457c,West-Zones-1-2-3-Pressure-Summary.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/West-Zones-1-2-3-Pressure-Summary.png,P11 - Physiology Practice Question Review | P3 - Airway and Vascular Flow | P9 - Pulmonary Physiology Review,West Zones 1 2 3 Pressure Summary,Visually verified course-aligned reference for Physiology Practice Question Review: West Zones 1 2 3 Pressure Summary.
412,3804cf34781c45e3b8a784844b0f1a6ecb6cfded73d6c24f9cef41368212f8b1,West-Zones-of-Pulmonary-Perfusion.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/West-Zones-of-Pulmonary-Perfusion.png,P3 - Airway and Vascular Flow,West Zones of Pulmonary Perfusion,Visually verified course-aligned reference for Airway and Vascular Flow: West Zones of Pulmonary Perfusion.
413,40fdb4af2ed57307eaeefde29ba6c25920941166a09ea5fe32ed7156a3e2d35c,Work-of-Breathing-Restrictive-vs-Obstructive.png,/Users/chriselwell/Desktop/Pulm/Pulm Pictures/Work-of-Breathing-Restrictive-vs-Obstructive.png,"P5 - Spirometry, Obstructive and Restrictive Pulmonary Diseases",Work of Breathing Restrictive vs Obstructive,"Visually verified course-aligned reference for Spirometry, Obstructive and Restrictive Pulmonary Diseases: Work of Breathing Restrictive vs Obstructive."
